id,raw_transcription,path,lang
1683,"There are still many men and women alive who survived their time here, and many more who had loved ones who were murdered or worked to death there, Jews and non-Jews alike.",16561255522246307224.wav,en
1764,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,16631812927540811343.wav,en
1904,"However, due to the slow communication channels, styles in the west could lag behind by 25 to 30 year.",16685618834972658685.wav,en
1698,Everything in the Universe is made of matter. All matter is made of tiny particles called atoms.,16702780028313283623.wav,en
1851,"Rip currents are the returning flow from waves breaking off the beach, often at a reef or similar.",16721823661104667622.wav,en
1700,It is thinner under the maria and thicker under the highlands.,16725549094651424150.wav,en
1907,"Soon after the outbreak of hostilities, Britain initiated a naval blockade of Germany.",16757205419144758552.wav,en
1813,"Barcelona's official languages are Catalan and Spanish. About a half prefer to speak Catalan, a vast majority understands it, and virtually everyone knows Spanish.",16766787285057438836.wav,en
1996,Australia's Mitchell Gourley finished eleventh in the men's standing Super-G. Czech competitor Oldrich Jelinek finished sixteenth in the men's sitting Super-G.,16824485789160047135.wav,en
1915,You can use boda-boda (motorcycle taxi) to get around Goma. The normal (local) price is ~500 Congolese Francs for the short ride.,16847628585853049714.wav,en
1721,"After the dam was built in 1963, the seasonal floods that would spread sediment throughout the river were halted.",16851035292487940942.wav,en
1910,"Parisians have a reputation for being egocentric, rude and arrogant.",16890607023935231060.wav,en
1954,"Their disciplined defence, ball handling skills and excellent team work made them stand out and it was clear that this was the team to beat.",16989675193715509568.wav,en
1993,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.",1701461929359257439.wav,en
1981,If you only go ashore using shipboard excursions you will not need a separate visa (as of 2009).,17029455052229515619.wav,en
1967,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.",17087438879836851456.wav,en
1837,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,17107523751051309601.wav,en
2009,"The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",17120997777600226051.wav,en
1964,The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.,17158526797037461547.wav,en
1933,"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.",17202654907652316758.wav,en
1877,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",1722118868151836971.wav,en
1944,These are sometimes-crowded family beaches with a good range of shops lining the shore. Swimming is safe.,1724953769276277810.wav,en
1731,In the archipelagos and lakes you do not necessarily need a yacht.,17257800930548614745.wav,en
1835,"No tsunami warning has been issued, and according to the Jakarta geophysics agency, no tsunami warning will be issued because the quake did not meet the magnitude 6.5 requirement.",1727490782035998315.wav,en
1817,"The Schengen zone, however, works somewhat like one country in this respect.",17289442889985927678.wav,en
1773,Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,1729210846741769405.wav,en
1677,"Today, the only insects that cannot fold back their wings are dragon flies and mayflies.",1731561740051730459.wav,en
1926,"Accepted were Aristotle's views on all matters of science, including psychology.",17382227205265930996.wav,en
1978,"For the Springboks, it ended a five-match losing streak.",17390731724222522492.wav,en
1938,"The hospital has followed protocol for infection control, including separating the patient from others to prevent possible infection of others.",17392214165625498386.wav,en
1854,The vehicle itself was taken away from the scene of the accident at approximately 1200 GMT on the same day.,17406400587485166719.wav,en
1873,"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).",17476880836582943567.wav,en
1775,"The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.",17477520783262554049.wav,en
1937,"However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.",17498257810809617374.wav,en
1946,"Cancellation policies vary, but as of late March most coronavirus-based cancellation policies don't extend to July 2020, when the Olympics had been scheduled.",17535235071289984666.wav,en
2002,This will allow players to control actions and movements in video games by moving the device through the air.,17541705185473334415.wav,en
1875,A full 20 percent of the water that pours out of the planet's rivers into the oceans comes from the Amazon.,17551750048021783839.wav,en
1989,"He was also engaged in engraving banknotes for many countries, recent examples of his work including the Prime Ministerial portraits on the front of the new Canadian $5 and $100 bills.",17555259562398245870.wav,en
1976,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",17559567402304106195.wav,en
1762,"The disease is carried by pigs, which then migrates to humans through mosquitos.",17567046183557458641.wav,en
1988,"During the 1920s, the prevailing attitudes of most citizens and nations was that of pacifism and isolation.",17623856607065799247.wav,en
1922,"There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.",17629209318705923135.wav,en
1716,"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",17637008742317695762.wav,en
1948,The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.,17656538893065595043.wav,en
2009,"The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.",17695442797451759106.wav,en
1786,The composition of these crystals matches those found in the urine of affected pets when compared by infrared spectroscopy (FTIR).,1770419804458122000.wav,en
1708,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,17720519199437095973.wav,en
1847,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,17722393517246760407.wav,en
1816,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",17737260257548671107.wav,en
1724,Its renown for being an epicenter of luxury began in about 400 A.D. and lasted up until about 1100 A.D.,1774013444539766052.wav,en
1815,The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,17744887036120495547.wav,en
1771,"Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",17824557748066874904.wav,en
1743,"Most interpretations of technological determinism share two general ideas: that the development of technology itself follows a path largely beyond cultural or political influence, and that technology in turn has ""effects"" on societies that are inherent, rather than socially conditioned.",17837018222808398366.wav,en
1706,"More traditional churches often hold an Easter Vigil on Saturday night during the Easter weekend, with the congregations often breaking into celebration at the stroke of midnight to celebrate Christ's resurrection.",17858903836434412568.wav,en
1748,Fire rescue crews eventually doused the fire by 11:35 pm.,17867641190456170710.wav,en
1957,"He referred to the rumors as ""political chatter and silliness"".",17897122138146023259.wav,en
1804,The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,17901982257181767377.wav,en
1760,"Mosasaurus was the apex predator of its time, so it feared nothing, except other mosasaurs.",17931113498862338153.wav,en
1852,"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).",17991438134494400884.wav,en
1993,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.",17993676999513479371.wav,en
1720,The hot chocolate is up to Belgian standards. Fruit juices are pricey but excellent.,1800879378797955911.wav,en
1916,"Many German baked goods also feature almonds, hazelnuts, and other tree nuts. Popular cakes often pair particularly well with a cup of strong coffee.",1803816418609037922.wav,en
1995,"Virtual Scaffolds are internalized in the software and are meant to question, prompt, and explain procedures that may have been to challenging for the student to handle alone.",18045112717362407063.wav,en
1957,"He referred to the rumors as ""political chatter and silliness"".",18045404733982450413.wav,en
1758,The archipelago lies 120 km north of the Peninsula. The largest is King George Island with the settlement of Villa Las Estrellas.,18050107333341461921.wav,en
1832,"Popular sports include football, basketball, volleyball, water-polo, fencing, rugby, cycling, ice hockey, roller hockey and F1 motor racing.",18066939864018796519.wav,en
1877,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",18080893208509673354.wav,en
1870,The scenes are displayed on the pyramids and the different pyramids are lit up.,18089255921943570546.wav,en
1810,California Governor Arnold Schwarzenegger signed into law a bill that bans the sale or rental of violent video games to minors.,18192639498290469063.wav,en
1843,"Professor Pamela Ferguson of the University of Dundee notes ""journalists do seem to be walking a dangerous line if publishing photos etc of suspects.""",18202922830718982906.wav,en
1697,He has been unable to take the drugs needed to overcome his pain as they are banned from the Games.,18202947038243735021.wav,en
1685,"For example, the most common still image photography format in the world is 35mm, which was the dominant film size at the close of the analog film era.",18249328980235371168.wav,en
1834,"Also to the north visit the great Sanctuary of Our Lady of Fatima (Shrine), a place of worldwide famous Marian apparitions.",18284781272143232129.wav,en
1679,Aerosmith have cancelled their remaining concerts on their tour.,1830239880893513318.wav,en
1742,Hong Kong Island gives the territory of Hong Kong its name and is the place that many tourists regard as the main focus.,18320871674783850842.wav,en
1727,Feral children may have experienced severe child abuse or trauma before being abandoned or running away.,18338037673431314900.wav,en
1751,"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""",18348048016606756393.wav,en
1734,The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,18359063029191000694.wav,en
1716,"Entertainment news website TMZ understands the photographer stopped his vehicle on the other side of Sepulveda Boulevard and attempted to take pictures of the police stop before crossing the road and continuing, prompting the California Highway Patrol police officer conducting the traffic stop to order him back across, twice.",18401388433019060091.wav,en
1899,Muhammad was deeply interested in matters beyond this mundane life. He used to frequent a cave that became known as “Hira‘” on the Mountain of “Noor” (light) for contemplation.,1876924768395363851.wav,en
1898,"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""",1891517816131569989.wav,en
1664,"Swirl the two dry powders together and then, with clean wet hands, squeeze them into a ball.",1944915261206096046.wav,en
1789,"The other nominations include Best Picture, Director, Cinematography, Costume Design, Film-editing, Original Score, Production Design, Sound Editing, Sound Mixing and Original Screenplay.",1963592535181342965.wav,en
1811,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,1970151869993494628.wav,en
1958,"The city is in stark contrast to the rest of the country's cities, because it has more of an Arabic flair than of an African.",2013850546771709559.wav,en
1894,"A curry is a dish based on herbs and spices, together with either meat or vegetables.",2024594662850694945.wav,en
1944,These are sometimes-crowded family beaches with a good range of shops lining the shore. Swimming is safe.,2074231104398719826.wav,en
1804,The Haitian Institute for Justice and Democracy has referenced independent studies that suggest the Nepalese UN peacekeeping battalion unknowingly brought the disease to Haiti.,2107835372204888631.wav,en
1985,"It is related to but usually not involving alpine style ski touring or mountaineering, the latter ones done in steep terrain and requiring much stiffer skis and boots.",2133693849393745219.wav,en
1886,"Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.",2187541533417725553.wav,en
1687,Segregation and recombination shuffle variation back and forth between the two pools with each generation.,221216034074176262.wav,en
1674,"In some areas boiling water for a minute is enough, in others several minutes are needed.",2254021119996292300.wav,en
1793,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.",2258483735861631299.wav,en
1753,"While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is ""bien élevé"" (well brought up). It will make getting about considerably easier.",2347162438493420663.wav,en
1856,"Finland is a great boating destination. The ""Land of a thousand lakes"" has thousands of islands too, in the lakes and in the coastal archipelagos.",2362130555763646360.wav,en
1818,People may not anticipate that patience and understanding are also necessary for travellers returning home.,2372674739221720006.wav,en
1820,"People now write messages on computer screens, never having to come close to a sharpener.",2381187994276969930.wav,en
1959,"Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.",2424735714200189273.wav,en
1812,"While one experimental vaccine appears able to reduce Ebola mortality, up until now, no drugs have been clearly demonstrated suitable for treating existing infection.",2437577605225034571.wav,en
1719,"Severe weather is the generic term for any dangerous weather phenomenon with the potential to cause damage, serious social disruption, or loss of human life.",2462607144574975891.wav,en
1932,"Five minutes into the display a wind starts rolling in, about a minute later, the wind is reaching 70km/h... then the rain comes, but so hard and so large that it slaps your skin like a needle, then hail fell from the sky, people panicking and screaming and running over each other.",246428728867349252.wav,en
1936,"Perry stated that he would ""return to Texas to assess the results of tonight's caucus, determine whether there is a path forward for myself in this race"", but later said that he would remain in the race and compete in the January 21 South Carolina primary.",2467414061703477879.wav,en
1948,The Three Kingdoms was one of the bloodiest eras in Ancient China’s history thousands of people died fighting to sit in the highest seat in the grand palace at Xi’an.,2479496904141533095.wav,en
1979,The official Falklands currency is the Falkland pound (FKP) whose value is set equivalent to that of one British pound (GBP).,2497077037159179595.wav,en
1670,"Their thermal behavior is not as steady as large caves on Earth that often maintain a fairly constant temperature, but it is consistent with these being deep holes in the ground,"" said Glen Cushing of the United States Geological Survey (USGS) Astrogeology Team and of Northern Arizona University located in Flagstaff, Arizona.",2508559905589212221.wav,en
1965,"They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.",2512265253579641885.wav,en
1986,"The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.",2512373209802184926.wav,en
1771,"Remember that even though music on the main stages may have finished, there may be sections of the festival that will keep playing music until late into the night.",2589557553267364799.wav,en
1945,Casablanca is one of the least interesting places to shop in all of Morocco.,2611687111227264759.wav,en
1777,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.",2619313403364116566.wav,en
2008,"Other subjects on the agenda in Bali include saving the world's remaining forests, and sharing technologies to help developing nations grow in less-polluting ways.",2634994688992335656.wav,en
1673,"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",2637301866626572038.wav,en
1872,"During the struggle for independence organised by the Mau movement, a peaceful gathering in the town resulted in the killing of the paramount chief Tupua Tamasese Lealofi III.",2642023010607031328.wav,en
1949,The term bug is used by entomologists in a formal sense for this group of insects.,2652155470394119415.wav,en
1968,"Some cruises feature Berlin, Germany in the brochures. As you can see from the map above Berlin is no where near the sea and a visit to the city is not included in the price of the cruise.",2690730742102184605.wav,en
1983,"The word civilization comes from the Latin civilis, meaning civil, related to the Latin civis, meaning citizen, and civitas, meaning city or city-state, and that also somehow defines the size of the society.",2749300928979585932.wav,en
1951,"In 2002 Goma was destroyed by lava from the Nyiragongo volcano which buried most of the town’s streets, particularly the town centre.",2782797728435367637.wav,en
1845,"In a carriage, they traveled back to Paris surrounded by a mob of people screaming and shouting threats against the King and Queen.",2784225427893440291.wav,en
1820,"People now write messages on computer screens, never having to come close to a sharpener.",2786302614981736925.wav,en
1972,Many people don't think about them as dinosaurs because they have feathers and can fly.,2809748946829114692.wav,en
1924,"Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",283614893570272908.wav,en
1990,"Blogs can also help improve student writing. While students often begin their blog experience with sloppy grammar and spelling, the presence of an audience generally changes that.",2866079421585301198.wav,en
1759,"Dr. Malar Balasubramanian, 29, was found in Blue Ash, Ohio, a suburb approximately 15 miles north of Cincinnati lying on the ground beside the road in a T-shirt and underwear in an apparently heavily medicated state.",2880067776280655708.wav,en
1689,"Europe is a continent that is relatively small but with many independent countries. Under normal circumstances, travelling through multiple countries would mean having to go through visa applications and passport control multiple times.",2888426082139840822.wav,en
1882,"Scientists hope to understand how planets form, especially how the Earth formed, since comets collided with the Earth long ago.",2919974750836990238.wav,en
1673,"During the Revolutionary War, the thirteen states first formed a weak central government—with the Congress being its only component—under the Articles of Confederation.",2939761992885557861.wav,en
1714,The satellite was sent into space by a rocket. Scientists use telescopes in space because the Earth’s atmosphere distorts some of our light and view.,3005219570158977238.wav,en
1688,"The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.",3039867296204116367.wav,en
1777,"Ottawa is Canada's charming, bilingual capital and features an array of art galleries and museums that showcase Canada's past and present.",3083929122891715513.wav,en
1784,"Greenland was settled sparsely. In the Norse sagas they say that Erik the Red was exiled from Iceland for murder, and when travelling further west, found Greenland and named it Greenland.",3100569628927735189.wav,en
1865,Saint Petersburg cruises include time in town. Cruise passengers are exempted from visa requirements (check the terms).,3111983050474671345.wav,en
1702,In just two weeks the Americans and Free French forces had liberated southern France and were turning towards Germany.,3130624662424273953.wav,en
1663,"Cochamó Valley - Chile's premier climbing destination, known as the Yosemite of South America, with a variety of granite big walls and crags.",3156459702070203007.wav,en
1982,"Women: It is recommended that any women travellers say that they are married, regardless of actual marital status.",315766676094600296.wav,en
1710,"Last week, METI announced that Apple had informed it of 34 additional overheating incidents, which the company called ""non-serious.""",3160468870562283269.wav,en
1933,"Finally, there are many small cats (including loose pet cats) that eat the far more numerous small prey like insects, rodents, lizards, and birds.",319499985577636973.wav,en
1863,"The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.",3195362600486929544.wav,en
1922,"There are of course Christian theological explanations for this tradition, but it may well be a pre-Christian Spring and Fertility ritual.",3208417939957005389.wav,en
1676,"As with all South African National Parks, there are daily conservation and entry fees for the park.",3236057319333367673.wav,en
1767,"This offers a good opportunity to see the Aurora borealis, as the sky will be dark more or less around the clock.",3296442401947230785.wav,en
1929,"Del Potro had the early advantage in the second set, but this too required a tie break after reaching 6-6.",3306779845046917300.wav,en
1672,"Be careful not to allow fabric to become too hot (which can cause shrinkage, or in extreme cases, scorch).",3337787499768294195.wav,en
1920,"They usually have special food, drink and entertainment offers, to keep guests in a good mood, and keep them at the premise.",3359859709812172802.wav,en
1884,"In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.",3362263413020550013.wav,en
1665,"The document, according to the leak, will refer to the borders dispute, which Palestine wants based on the borders before the 1967 Mideast War.",3364947814969998944.wav,en
1765,"Since the foundation of Asunción in 1537, Paraguay has managed to keep a lot of its indigenous character and identity.",3401231636665586110.wav,en
1879,One can only wonder what the keyboard will become when something newer comes along.,3404855403082339212.wav,en
1976,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.",3474684838723877021.wav,en
1970,"We don't know for sure, but it may have had a forked tongue. Its diet included turtles, large fish, other mosasaurs, and it may even have been a cannibal.",3491234462595391279.wav,en
1745,"Plants look their best when in a natural environment, so resist the temptation to remove even ""just one"" specimen.",3495437884024744716.wav,en
1977,"Prides are made up of one to three related adult males, along with as many as thirty females and cubs.",3502277023574363012.wav,en
1770,"This seems sensible, because the Earth doesn't feel as if it's moving, does it?",3529855487992513201.wav,en
1806,"As light pollution in their heyday was not the kind of problem it is today, they are usually located in cities or at campuses, easier to reach than those built in modern times.",3560085468216752165.wav,en
1744,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.",3562415917464695718.wav,en
1869,"Its long jaws were studded with more than 70 razor-sharp teeth, along with an extra set in the roof of its mouth, meaning that there was no escape for anything that crossed its path.",3585583328394597156.wav,en
1841,"Nothing can be seen other than the clear, beautiful sky above and the many surrounding mountains. Very little of this world can be seen or heard from inside the cave.",3611463628224454693.wav,en
1986,"The presence of a true “invisible team” (Larson and LaFasto, 1989, p109) is also a unique component of a virtual team.",3664511950771966320.wav,en
1926,"Accepted were Aristotle's views on all matters of science, including psychology.",3702958695101050591.wav,en
1840,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",3709475786289139797.wav,en
1964,The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.,3745044899208519847.wav,en
1774,"On the outlying islands credit cards will probably not be accepted, although British and United States currency may be taken; check with the owners in advance to determine what is an acceptable payment method.",3793212987221322581.wav,en
2003,"To get the best views of Hong Kong, leave the island and head for the Kowloon waterfront opposite.",3794657101809943148.wav,en
1859,towards the end of the Middle Ages western Europe began to develop their own style. one of the biggest developments of the time as a result of the crusades people began to use buttons to fasten clothing.,3795099655869307739.wav,en
1842,"Because the dinosaur feathers do not have a well-developed shaft, called a rachis, but do have other features of feathers — barbs and barbules — the researchers inferred the rachis was likely a later evolutionary development that these other features.",3797667971540248320.wav,en
1887,While he was working at the hospital Liggins began to investigate premature labor during his spare time.,384435163157965470.wav,en
1830,"The ruling party, South West Africa People's Organisation (SWAPO), also retained a majority in the parliamentary elections.",3866409166763965048.wav,en
1900,"In fact, it is not easy to find at all even if one knew it existed. Once inside the cave, it is a total isolation.",3922043533653727350.wav,en
1873,"Be firm in turning down men, and don't be afraid to stand your ground (cultural differences or not, it doesn't make it ok!).",3926276660303924456.wav,en
1735,"Researchers from Princeton University in the United States and Uppsala University in Sweden reported the new species evolved in just two generations, though this process had been believed to take much longer, due to breeding between an endemic Darwin finch, Geospiza fortes, and the immigrant cactus finch, Geospiza conirostris.",3927163358777802368.wav,en
1725,"ASUS Eee PC, earlier launched world-wide for cost-saving and functionality factors, became a hot topic in 2007 Taipei IT Month.",394135166243682296.wav,en
1868,"At the other end of the spectrum, one morphs into an unrecognizable individual that feels he or she must change everything the team has been doing and make it their own.",3945532745541195136.wav,en
1981,If you only go ashore using shipboard excursions you will not need a separate visa (as of 2009).,3986128848664857815.wav,en
1942,"We make our houses from plants and make clothes from plants. Most foods that we eat are plants. Without plants, animals could not survive.",3996353344156412065.wav,en
1918,The Sundarbans has been declared a UNESCO World Heritage Site. The part of the forest within Indian territory is called Sundarbans National Park.,4027984920362132391.wav,en
1925,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",4041283782469778574.wav,en
1955,"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.",4060670580459188209.wav,en
1857,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""",4103166808026076685.wav,en
1965,"They are almost all sandy beaches with safe swimming, and most have shade provided by pohutukawa trees.",4130846879604713113.wav,en
1840,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.",4168260504174612795.wav,en
1814,Hydrogen ions are protons that had their electrons stripped off them (since Hydrogen atoms consist of one proton and one electron).,4171508807010088989.wav,en
1905,"The capital of Moldova is Chişinău. The local language is Romanian, but Russian is widely used.",4186976662250569146.wav,en
1959,"Still, take advice from authorities, obey all signs, and pay close attention to safety warnings.",4257743601527484794.wav,en
1766,Some atoms have unstable nuclei which means that they tend to break apart with little or no nudging.,4312337355143990691.wav,en
1768,Most of the buildings on the edges of the complex have been rebuilt in order to give tourists a better idea of how they originally appeared.,4329375098749636027.wav,en
1908,This is an important way to distinguish between some verbs and objects.,4332544138278608734.wav,en
1891,"Lakkha Singh presented the chhappan bhog bhajan as well. Singer, Raju Khandelwal was accompanying him.",4439398069046383836.wav,en
1753,"While this is often only an inaccurate stereotype, the best way to get along in Paris still is to be on your best behavior, acting like someone who is ""bien élevé"" (well brought up). It will make getting about considerably easier.",4446007980468141561.wav,en
1793,"If you're not used to driving on country roads, keep your wits about you: steep grades, narrow lanes, and sharp curves predominate.",4491697341889976683.wav,en
1684,"Apia is the capital of Samoa. The town is on the island of Upolu and has a population of just under 40,000.",4496786334735634498.wav,en
1960,"He was reportedly aged in his 20s. In a statement, Bieber said ""[w]hile I was not present nor directly involved with this tragic accident, my thoughts and prayers are with the family of the victim.""",4498640649175127270.wav,en
1924,"Four skiers in the women's sitting group failed to finish their runs, and 45 of the 117 total skiers in the Giant Slalom failed to rank in the race.",4498797456222901763.wav,en
1718,There is no universal definition for which manufactured items are antiques. Some tax agencies define goods older than 100 years as antiques.,4507570726474155114.wav,en
1862,NextGen is a system the FAA claims would allow aircraft to fly shorter routes and save millions of gallons of fuel each year and cut carbon emissions.,4562231445388891346.wav,en
1756,"Late on Sunday, the United States President Donald Trump, in a statement delivered via the press secretary, announced US troops would be leaving Syria.",4566051537148836720.wav,en
1779,The announcement was made after Trump had a phone conversation with Turkish President Recep Tayyip Erdoğan.,4638707534646618403.wav,en
1969,It states that the most effective place for the main subject is at the intersection of lines dividing the image into thirds vertically and horizontally (see example).,4666717028619624057.wav,en
1883,"The vertical clearance under the bridge is 15 meters. Construction was completed in August 2011, it didn't open to traffic until March 2017.",4690800207484418897.wav,en
1839,Think of the skiing route as of a similar hiking route.,4705502721902980056.wav,en
1818,People may not anticipate that patience and understanding are also necessary for travellers returning home.,4727095276781970486.wav,en
1963,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.",4780196329895653733.wav,en
1754,There may be more maria on the near side because the crust is thinner. It was easier for lava to rise up to the surface.,4807942348083346744.wav,en
1963,"Ironing damp clothes can help them dry. Many hotels have an iron and ironing board available for loan, even if one is not present in the room.",4821372520807131.wav,en
1681,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.",4822858934027125258.wav,en
1871,"In the warm climate of the Middle East, the house was not so important.",4838660681321542582.wav,en
1947,"Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.",4844570914389909899.wav,en
1894,"A curry is a dish based on herbs and spices, together with either meat or vegetables.",4848767269319106744.wav,en
1696,"The two compounds react with one another to form crystals that may block kidney function, researchers at the university said.",4872682023567074953.wav,en
1712,"Since 1966 the Sundarbans have been a wildlife sanctuary, and it is estimated that there are now 400 Royal Bengal tigers and about 30,000 spotted deer in the area.",4911753908854223816.wav,en
1679,Aerosmith have cancelled their remaining concerts on their tour.,4937589470390171572.wav,en
1807,Italian is also the everyday language used by most of those who work in the state while Latin is often used in religious ceremonies.,4940213511640275250.wav,en
1815,The fission bomb works on the principle that it takes energy to put together a nucleus with many protons and neutrons.,4960341437383881404.wav,en
1762,"The disease is carried by pigs, which then migrates to humans through mosquitos.",5049759849654620438.wav,en
1824,"The Giza Plateau, or ""Giza Necropolis"" in the Egyptian Valley of the Dead contains several pyramids (of which the great pyramid is the largest), several small tombs, several temples, and the great Sphinx.",5059640273671690654.wav,en
1935,"However, that is not true. Although there is something written on the back of the document, it is not a treasure map.",5106380017322065030.wav,en
1947,"Prior to the arrival of troops, Haiti had not encountered problems related to the disease since the 1800s.",5111153817746112904.wav,en
1800,"The bridge is scheduled to be fully operational in September 2017, when the Brazilian customs checkpoints are expected to be finished.",5131184112261114926.wav,en
1678,"Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.",5143306658627135996.wav,en
1795,"Since 1988, ballot boxes must be transparent so that voters and observers can witness that no envelopes are present at the start of the vote and that no envelopes are added except those of the duly counted and authorized voters.",5152804099019194563.wav,en
1708,Huhne has resigned and he will be replaced in the Cabinet by Ed Davey MP. Norman Lamb MP is expected to take the Business Minister job Davey is vacating.,5153770112137332001.wav,en
1885,"Between 10:00-11:00 pm MDT, a fire was started by the inmates in the yard.",5164710956485163027.wav,en
1852,"Appropriate use of blogs ""can empower students to become more analytical and critical; through actively responding to Internet materials, students can define their positions in the context of others' writings as well as outline their own perspectives on particular issues (Oravec, 2002).",517532078886085321.wav,en
1973,"But being placed in the ""high tropics"" just a few degrees north of equator you will need to deal with both heat (always) and strong sun (when the sky is clear, more rarely).",5196260640941390313.wav,en
1668,"It may also be beneficial for one to buy a Wild Card, which provides entry to either selections of parks in South Africa or all of the South African National Parks.",5198402243598272340.wav,en
1828,A search of the Internet for 'Hostile environment course' will probably provide the address of a local company.,5204109021824689215.wav,en
